node_id,mondo_definition,t-SNE 1,t-SNE 2
17962,,-4.229319,2.5305321
17963,,-0.67308235,-8.994488
17964,,-7.5058866,-4.1149945
17965,,-7.0402784,4.881667
17966,,-7.224575,5.1140494
17968,"46,XY ovotesticular disorder of sex development is a rare, genetic disorder of sex development characterized by either the coexistence of both male and female reproductive gonads or, more frequently, by the presence of one or both gonads containing a mixture of both testicular and ovarian tissue (ovotestes) in an individual with a normal male 46, XY karyotype. External genitalia are usually ambiguous, but can range from normal male to normal female and if a uterus and/or fallopian tubes are present, they are generally hypoplastic. Cryptorchidism, hypospadias, infertility and increased risk of gonadal tumours are frequently associated.",2.9428065,-6.6674633
17969,,-6.7223363,4.0828495
1797,"Chancroid is a bacterial infection that is spread through sexual contact. It is caused by a type of bacteria called Haemophilus ducreyi. Chancroid is characterized by a small bump on the genital which becomes a painful ulcer. Men may have just one ulcer, but women often develop four or more.About half of the people who are infected with a chancroid will develop enlarged inguinal lymph nodes, the nodes located in the fold between the leg and the lower abdomen. In some cases, the nodes will break through the skin and cause draining abscesses. The swollen lymph nodes and abscesses are often called buboes. Chancroid infections can be treated with antibiotics, including azithromycin, ceftriaxone, ciprofloxacin, and erythromycin. Large lymph node swellings need to be drained, either with a needle or local surgery.",1.2555417,-2.3627706
17970,,-3.2254393,-0.22019967
17971,,-6.5773406,7.1432095
17974,,-4.6755357,-1.4607797
17975,Congenital conditions of atypical sexual development associated with abnormal sex chromosome constitutions including monosomy; trisomy; and mosaicism.,-6.8570905,6.351588
1798,,-0.091872655,9.687758
17980,,-3.178874,4.0322275
17981,,-3.1659644,3.951309
17983_19782_17548_17549_17550_17551_17552_17553,,8.525084,-3.8792434
17984,"Familial lambdoid synostosis is a rare, genetic cranial malformation characterized by unilateral or bilateral synostosis of the lambdoid suture in multiple members of a single family. Unilateral cases typically present ipsilateral occipitomastoid bulge, compensatory contralateral parietal and frontal bossing, displacement of one ear, lateral deviation of jaw and compensatory deformation of cervical spine while bilateral cases usually manifest with flat and widened occiput, displacement of both ears and frequent occurrence of raised intracranial pressure.",9.518474,1.2029654
17985,"Congenital radioulnar synostosis is a rare bone disorder that may be isolated or associated with other disorders and that is characterized by failure of segmentation of the radius and ulna during embryological development, causing limited rotational movements of the forearm, which may lead to difficulties with some activities of daily living.",9.690514,0.44601387
17986,,-4.025326,6.354791
17988,Multifocal atrial tachycardia is a rare supraventricular arrhythmia in neonates and young infants that is characterized by multiple P waves with varying P wave morphology and is usually asymptomatic.,3.2229412,5.3701353
17989,His bundle tachycardia is a very rare congenital genetic tachyarrhythmia characterized by incessant tachycardia and high morbidity and mortality.,3.4288678,5.2400455
1799,,-0.67308235,-8.994488
17991,"Takayasu arteritis (TAK) is a rare inflammatory large-vessel vasculitis primarily affecting the aorta and its major branches, but also other large vessels, causing stenosis, occlusion, or aneurysm.",2.7680113,2.1940389
17992,,-2.5072024,1.5833211
17993,"A rare but serious cerebrovascular disorder involving thrombosis of the cerebral venous system. It affects children from the newborn period through childhood and adolescence. In childhood CSVT, acute infections of the head and neck such as mastoiditis are most common, followed by chronic underlying diseases such as nephrotic syndrome, cancer, and inflammatory bowel disease. Signs and symptoms are also age related. Seizures and altered mental status are the commonest manifestations in newborns. Headache, vomiting, and lethargy, sometimes with 6th nerve palsy, are the most common symptoms in children and adolescents.",-2.4467165,1.5225797
17994,,3.357757,-8.568712
17995,,7.427295,-4.8695526
17997,"Telecanthus-hypertelorism-strabismus-pes cavus syndrome is characterized by telecanthus, hypertelorism, strabismus, pes cavus and other variable anomalies. It has been described in a father and his son. The son also had hypospadias, bilateral inguinal hernia, clinodactyly and camptodactyly of the fingers, and radiographic findings including flared metaphyses of the long bones and osteopenia.",-3.100383,4.4186125
17998,Any neurodegeneration with brain iron accumulation in which the cause of the disease is a mutation in the PLA2G6 gene.,2.8032749,8.421627
17999,"Fatty acid hydroxylase-associated neurodegeneration (FAHN) is a very rare, autosomal recessive form of neurodegeneration with brain iron accumulation (NBIA) characterized by childhood-onset focal dystonia, progressive spastic paraplegia that progresses to tetra paresis, ataxia, dysarthria, intellectual decline, and oculomotor disturbances (optic atrophy), accompanied by iron deposition in the globus pallidus.",6.5502634,5.7896433
1800,,-6.1399965,5.375128
18000,"Thrombocythemia with distal limb defects is a rare, genetic syndrome with limb reduction defects characterized by thrombocytosis, unilateral transverse limb defects (ranging from absence of phalanges to absence of hand or forearm) and splenomegaly.",-2.7162228,3.6961281
18001,,-5.7231956,-1.603105
18002,"Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy is a rare mitochondrial disease characterized by adult onset of progressive external ophthalmoplegia, exercise intolerance, muscle weakness, manifestations of spinocerebellar ataxia (e.g. impaired gait, dysarthria) and mild motor peripheral neuropathy. Respiratory insufficiency has been reported in some cases.",4.9183974,-5.330394
18003,,-2.572653,0.7157023
18004,,-1.05669,9.11583
18005,"Spastic paraplegia-Paget disease of bone syndrome is an extremely rare, complex form of hereditary spastic paraplegia characterized by a slowly progressive spastic paraplegia (with increased muscle tone, decreased strength in the anterior tibial muscles and hyperreflexia in the lower extremities with Babinski sign) presenting in adulthood, associated with Paget disease of the bone. Cognitive decline, dementia and myopathic changes at muscle biopsy have not been reported.",6.6038027,5.530541
18006,"Adult-onset distal myopathy due to VCP mutation is a rare, genetic distal myopathy disorder characterized by middle age-onset of distal leg muscle weakness, atrophy in the anterior compartment resulting in foot drop, without proximal or scapular skeletal muscle weakness. Rapidly progressive dementia, Paget disease of bone and hand weakness have been reported. Muscle biopsy shows pronounced myopathic changes with rimmed vacuoles.",2.7825131,-0.72125995
18007,,-2.5647082,3.4745076
18008,,-2.3912845,5.4885716
18009,"Non-hypoproteinemic hypertrophic gastropathy is a rare gastroesophageal disease characterized by diffusely enlarged gastric folds, excessive mucus secretion, normal serum protein and gastric TGF-alpha levels. Patients typically present anemia, abdominal pain not related to eating or bowel habits and absence of peripheral edema.",-2.4841173,1.3901663
1801,,-0.67308235,-8.994488
18010_20122,An umbrella term for diseases which have chronic muscle inflammation and weakness of unknown etiology. The types of idiopathic inflammatory myopathy are further defined by either clinicopathologic criteria or by the presence of certain autoantibodies.,0.55491567,5.926042
18011_16099,"Juvenile overlap myositis is a rare juvenile idiopathic inflammatory myopathy characterized by the association of inflammatory myositis (manifesting with acral erythema, progressive weakness of the limbs, pain, general fatigue, moodiness or crankiness) with clinical and/or laboratory features of other autoimmune diseases (e.g. systemic lupus erythematosus, localized scleroderma, diabetes). Cardiac involvement has been reported in some patients.",0.15011516,6.554378
18014,"Transient neonatal multiple acyl-CoA dehydrogenase deficiency describes a very rare condition where a maternal riboflavin deficiency causes an infant to present with manifestations similar to those seen in multiple acyl-CoA dehydrogenase (MAD) deficiency such as poor suck, metabolic acidosis and hypoglycemia, but that resolves completely with oral riboflavin. In the one patient described haploinsufficiency of the human riboflavin transporter (hRFT1) was described in the mother.",-3.3140354,1.1384193
18016,"Classic endocrine tumor of the appendix is a type of endocrine tumor of the appendix, seen twice as frequently in females than in males, and usually presenting before the fifth decade of life. Classic endocrine tumor of the appendix is usually asymptomatic when located in the tip of the appendix (without obstruction), but acute appendicitis is often associated.",-6.610658,2.0826411
18017,"Goblet cell carcinoma (GCC) is an aggressive type of endocrine tumor of the appendix presenting equally in males and females in the fifth decade of life and manifesting with a palpable mass and abdominal pain or acute appendicitis. Metastasis to the ovaries, peritoneum or right colon has usually already occurred in half of patients at the time of diagnosis.",-1.2972909,6.4194922
18018,,1.2092367,-5.2805214
18019,"5 ug/dL) is reported to lead to irreversible effects such as loss of cognition, shortening of attention span, alteration of behavior, dyslexia, attention deficit disorder, hypertension, renal impairment, immunotoxicity and toxicity to the reproductive organs.",5.608752,4.628353
1802,,-4.5781097,1.6234483
18020,"Mercury poisoning is caused mainly through ingestion or inhalation of any of the 3 forms of mercury, elemental, organic, and inorganic. Exposure to elemental mercury affects the pulmonary (inhalation of mercury vapors causes coughing, chills, fever, shortness of breath), dermatological (mild swelling, vesiculation, scaling, irritation, urticaria, erythema and allergic contact dermatitis accompanied by pain), and peripheral and central nervous (CNS) systems (depression, paranoia, extreme irritability, hallucinations, inability to concentrate, memory loss, hands, head, lips, tongue, jaw and eyelids tremors, weight loss, perpetually low body temperature, drowsiness, headaches, insomnia, fatigue). Exposure to inorganic mercury generally causes development of a metallic taste, local oropharyngeal pain, nausea, vomiting, bloody diarrhea, colic abdominal pain, renal dysfunction and, neurologic abnormalities; while that to organic mercury can lead to delayed neurotoxicity.",3.3120303,5.1349916
18021,,1.5071665,7.4571886
18022,,-0.67308235,-8.994488
18023,,1.5404533,6.2034526
18024,"A rare skin disorder of unknown etiology affecting children. It is a photodermatitis, characterized by the formation of vesicles and scarring on sun exposed areas.",0.13980237,-0.014301519
18025,,2.222181,-3.7630546
18026,"The presence of four sets of chromosomes. It is associated with abnormalities, multiple; and miscarrages.",8.500507,-5.5914907
18027,"Isodicentric chromosome 15 syndrome is a chromosome abnormality that affects many different parts of the body. As the name suggests, people with this condition have an extra chromosome (called an isodicentric chromosome 15) which is made of two pieces of chromosome 15 that are stuck together end-to-end. Although the severity of the condition and the associated features vary from person to person, common signs and symptoms include poor muscle tone in newborns; developmental delay; mild to severe intellectual disability; delayed or absent speech; behavioral abnormalities; and seizures. Most cases of isodicentric chromosome 15 syndrome occur sporadically in people with no family history of the condition. Treatment is based on the signs and symptoms present in each person.",5.932795,4.39321
18029,Congenital factor XIII deficiency is an inherited bleeding disorder due to reduced levels and activity of factor XIII (FXIII) and characterized by hemorrhagic diathesis frequently associated with spontaneous abortions and defective wound healing. Factor XIII deficiency is one of the most rare coagulation factor deficiencies.,3.9081955,2.0417795
1803,A tympanic membrane disease that is characterized by blisters on the eardrum resulting from infection.,0.34120664,-0.21783432
18031,"Granulomatous slack skin (GSS) is a variant of mycosis fungoides (MF), a form of cutaneous T-cell lymphoma, and is characterized by the presence of circumscribed areas of pendulous lax skin.",2.2427058,1.8092015
18034,"A group of anomalies presented in infants as a result of in utero exposure (between 20-36 days after fertilization) to thalidomide, a sedative used in treatment of a range of conditions, including morning sickness, leprosy and multiple myeloma (see these terms). Thalidomine embryopathy is characterized by phocomelia, amelia, forelimb and hand plate anomalies (absence of humerus and/or forearm, femur and/or lower leg, thumb anomalies). Other anomalies include facial hemangiomas, and damages to ears (anotia, microtia), eyes (microphthalmia, anophthalmos, coloboma, strabismus), internal organs (kidney, heart, and gastrointestinal tract), genitalia, and heart. Infant mortality associated with thalidomide embryopathy is estimated to be as high as 40%. Thalidomide is contraindicated in pregnancy and pregnancy prevention is recommended in women under treatment.",8.654805,-5.128932
18035,,-4.774915,3.812582
18036,,-6.2784376,5.1515822
18037,"A condition that is characterized by elevated serum IgE, dermatitis, and respiratory infections.",-0.38541028,7.5377483
18039,"Selective IgM deficiency (SIgMD) is a rare immune disorder that has been reported in association with serious infections, such as bacteria in the blood (bacteremia, also known as septicemia). Although SIgMD was first described in two children, the disorder can occur in babies, children, and adults. It is characterized by isolated absence or deficiency of immunoglobulin M (IgM), normal levels of other immunoglobulins, and recurrent infections (especially by Staphylococcus aureus, Streptococcus pneumoniae, Hemophilus influenza). The cause is still unclear. The diagnosis includes isolated deficiency ofIgM in the blood and no other immunodeficiency or secondary cause of low IgM. Patients with SIgMD and recurrent infections are managed like other antibody defects and deficiencies. It is suggested that people with SIgMD have pneumococcal and meningococcal vaccines, people with SIgMD who have recurrent infections should have prophylactic antibiotics and immune globulin replacement.",-5.1455383,4.897506
18042,,-4.8183765,3.170894
18043,"Thomas syndrome is characterised by renal anomalies, cardiac malformations and cleft lip or palate. It has been described in six patients. Transmission was suggested to be autosomal recessive.",7.718614,-5.8576136
18044_16451_16452,Idiopathic hypersomnia is a sleep disorder classified in two forms: idiopathic hypersomnia with long sleep time and idiopathic hypersomnia without long sleep time.,1.8965983,-4.553154
18045,"Hoyeraal-Hreidarsson syndrome (HHS) is a very rare X-linked recessive disorder considered to be a severe variant of dyskeratosis congenita characterized by intrauterine growth retardation, microcephaly, cerebellar hypoplasia, progressive combined immune deficiency and aplastic anemia.",9.6693735,4.637731
18046,,-3.1659644,3.951309
18047,,-2.8240285,0.41527516
18048,"Heparin-induced thrombocytopenia (HIT) is a drug-induced, immune-mediated prothrombotic disorder associated with thrombocytopenia and venous and/or arterial thrombosis.",2.0312192,-2.874547
1804_1774,,-5.954763,0.75493145
1805,,-7.82033,-6.3378754
18050,Tibial aplasia-ectrodactyly syndrome is a rare condition characterized by congenital ectrodactylous limb malformations associated with tibial aplasia or hypoplasia.,9.897002,0.008348126
18051,Jessner lymphocytic infiltration of the skin (JLIS) is a chronic benign cutaneous disease characterized by asymptomatic non-scaly erythematous papules or plaques on the face and neck.,2.1904259,-3.7496316
18052,Hypoplastic tibia-polydactyly syndrome is a very rare congenital malformation syndrome characterized by bilateral hypoplasia of the tibia with polydactyly of the feet and hands.,8.619604,-3.7839112
18053,"Trichothiodystrophy or TTD is a heterogeneous group disorders characterized by short, brittle hair with low-sulphur content (due to an abnormal synthesis of the sulphur containing keratins).",9.622511,4.3278813
18055,"Pediatric hepatocellular carcinoma (pediatric HCC) is a rare, aggressive, malignant hepatic tumor that develops mainly in children over 10 years of age.",0.80465645,4.6993303
18056_6572_16767_43923_16769_16770,"A chronic, recurrent, pruritic inflammatory disorder of unknown etiology that affects the skin and mucus membranes. It presents with rashes and papules that tend to resolve spontaneously. It may be associated with hepatitis C. Certain drugs that contain arsenic or bismuth are associated with reactions mimicking lichen planus.",2.987379,1.4228013
18058,"Tracheal agenesis (TA) is a rare congenital malformation in which the trachea may be completely absent (agenesis), or partially in place but underdeveloped (atresia). In both cases, proximal-distal communication between the larynx and the alveoli of the lungs is lacking.",6.3606677,-5.5675883
18059_5373,"An acute bacterial disease caused by Neisseria meningitides that presents usually, but not always, with a rash (non blanching petechial or purpuric rash), progressively developing signs of meningitis (fever, vomiting, headache, photophobia, and neck stiffness) and later leading to confusion, delirium and drowsiness. Neck stiffness and photophobia are often absent in infants and young children who may manifest nonspecific signs such as irritability, inconsolable crying, poor feeding, and a bulging fontanel. Meningococcal meningitis may also present as part of early or late onset sepsis in neonates. The disease is potentially fatal. Surviving patients may develop neurological sequelae that include sensorineural hearing loss, seizures, spasticity, attention deficits and intellectual disability.",1.6657759,-2.2597508
1806,"A benign or malignant neoplasm that arises from the squamous epithelium of the vagina. Representative examples include condyloma acuminatum, squamous papilloma, and squamous cell carcinoma.",-9.304963,-0.3221927
18061,"Trichodermodysplasia-dental alterations syndrome is a rare, genetic ectodermal dysplasia syndrome characterized by sparse, thin, brittle scalp hair, as well as sparse eyebrows, eyelashes, axillary and pubic hair, delayed eruption of deciduous teeth and hypodontia of both dentitions. Mild palmoplantar keratosis, cafC)-au-lait spots on back, mild dystrophy of nails, and tibial deflection of toes are also associated. There have been no further descriptions in the literature since 1986.",6.9028826,-4.90421
18062,,-6.064458,5.585607
18063,"Nodular non-suppurative panniculitis, known as Weber-Christian disease (WCD), is a rare skin disorder characterized by recurring inflammation in the subcutaneous layer of fat.",4.1389065,2.9411588
18064,"Trigonocephaly-broad thumbs syndrome is characterized by neonatal trigonocephaly and multiple anomalies including craniosynostosis, shallow orbits, unusual nose, deviation of the terminal phalanges of fingers 1, 2, and 5, and broad toes with duplication of the terminal phalanx. It has been described in a mother and her son. It is transmitted as an autosomal dominant trait.",-0.67308235,-8.994488
18065,Isolated trigonocephaly is a nonsyndromic form of craniosynostosis characterized by the premature fusion of the metopic suture.,9.685268,1.164682
18066,"Trisomy X is a sex chromosome anomaly with a variable phenotype caused by the presence of an extra X chromosome in females (47,XXX instead of 46,XX).",6.0502744,-7.8721194
18067,"Triploidy is a chromosome abnormality that occurs when there is an extra set of chromosomes present in each cell. Most pregnancies affected by triploidy are lost through early miscarriage. However, reports exist of some affected babies living up to five months. Those that survive are often mosaic. The signs and symptoms associated with triploidy vary but may include a variety of birth defects and an unusually small size. This condition does not run in families and is not associated with maternal or paternal age. Treatment is based on the signs and symptoms present in each person.",8.341562,-5.670888
18068,"Trisomy 13 is a chromosomal anomaly caused by the presence of an extra chromosome 13 and is characterized by brain malformations (holoprosencephaly), facial dysmorphism, ocular anomalies, postaxial polydactyly, visceral malformations (cardiopathy) and severe psychomotor retardation.",6.885599,-1.3501962
18069,"Distal trisomy 17q is a rare chromosomal anomaly syndrome with variable phenotype principally characterized by intellectual disability, developmental delay, short stature, craniofacial dysmorphism (incl. microcephaly, low posterior hairline, frontal bossing, bitemporal narrowing, low-set and malformed ears, flat nasal bridge, long philtrum, wide mouth with downturned corners, thin upper lip) and a short, webbed neck, as well as skeletal anomalies (e.g. brachyrhizomelia, poly-/syndactyly) and joint hyperlaxity. Cardiac, cerebral, and urogenital anomalies are also frequently associated.",7.4974446,-7.5959578
1807,"A type of familial lipid metabolism disorder characterized by a variable pattern of elevated plasma cholesterol and/or triglycerides. Multiple genes on different chromosomes may be involved, such as the major late transcription factor (upstream stimulatory factors) on chromosome 1.",0.91833735,4.3708735
18070,Familial multiple fibrofolliculoma is a genodermatosis characterised by the presence of multiple hamartomas of the hair follicle. It has been described in one family so far.,-5.219163,-1.784079
18071,"Trisomy 18 is a chromosomal abnormality associated with the presence of an extra chromosome 18 and characterized by growth delay, dolichocephaly, a characteristic facies, limb anomalies and visceral malformations.",8.112744,-6.2518415
18072,"A rare congenital cardiovascular disorder characterized by the failure of the embryologic structure truncus arteriosus to divide into the aorta and pulmonary trunk. It results in the presence of a single vessel instead of two vessels leading out of the heart. Clinical signs and symptoms include cyanosis that is present at birth, poor growth, dyspnea, tachypnea, arrhythmia, cardiomegaly, and heart failure. If it is not surgically repaired, it leads to death.",0.7897856,7.945834
18075,A congenital defect characterized by failure of the neural tube to close completely; this results in the presence of openings in the brain or spinal cord. Examples of neural tube defects include encephalocele and spina bifida.,0.4970898,8.136728
18076,"A chronic, recurrent infection caused by the bacterium Mycobacterium tuberculosis. Tuberculosis (TB) may affect almost any tissue or organ of the body with the lungs being the most common site of infection. The clinical stages of TB are primary or initial infection, latent or dormant infection, and recrudescent or adult-type TB. Ninety to 95% of primary TB infections may go unrecognized. Histopathologically, tissue lesions consist of granulomas which usually undergo central caseation necrosis. Local symptoms of TB vary according to the part affected; acute symptoms include hectic fever, sweats, and emaciation; serious complications include granulomatous erosion of pulmonary bronchi associated with hemoptysis. If untreated, progressive TB may be associated with a high degree of mortality. This infection is frequently observed in immunocompromised individuals with AIDS or a history of illicit IV drug use.",3.475508,2.3944504
18077,"Tularemia is an infection caused by the bacterium Francisella tularensis. It is more common in rodents and rabbits but has been found in other animals including domestic cats, sheep, birds, and hamsters. Humans can become infected in several different ways: by handling infected animals, through tick or deer fly bites, by drinking contaminated water, or by inhaling contaminated dust or aerosols. Person-to-person transmission has not been reported. The type of tularemia and the particular signs and symptoms vary depending on how the bacteria enter the body. However, fever is seen in most cases. Though tularemia can be life-threatening, most infections can be treated with antibiotics.",1.1228766,-3.203054
18078,"A malignant neoplasm arising from muscle tissue, adipose tissue, blood vessels, fibrous tissue, or other supportive tissues excluding the bones.",0.26667872,-1.7575014
18079,An epithelial neoplasm that affects the thymus gland. This category includes thymomas and carcinomas.,-0.57352495,7.7958837
1808,,-4.7397103,-0.19141382
18080,Rare germ cell tumor.,0.51337254,8.066521
18081,"Hemorrhagic fever with renal syndrome (HFRS) is a rodent-borne potentially severe hemorrhagic disease caused by Old World Hantaviruses characterized by high fever, malaise, headache, myalgia, arthralgia, backache, abdominal pain, oliguria/renal failure and systemic hemorrhagic manifestations.",1.0697306,-5.3921347
18082,"Aorto-ventricular tunnel is a congenital, extracardiac channel which connects the ascending aorta above the sinotubular junction to the cavity of the left, or (less commonly) right ventricle.",2.052545,-5.27417
18083,"Transient tyrosinemia of the newborn is a benign disorder of tyrosine metabolism detected upon newborn screening and often observed in premature infants. It shows no clinical symptoms. It is characterized by tyrosinemia, moderate hyperphenylalaninemia, and tyrosiluria that usually resolve after 2 months of age.",-3.3478217,3.8662946
18084,Uhl anomaly is characterized by an almost complete absence of the myocardium in the right ventricle resulting in a thin walled nonfunctional right ventricle manifesting with cardiac arrhythmias and right ventricular failure. Cases of partial absence of right ventricular myocardium which remains asymptomatic or mildly symptomatic until adulthood have also been reported. Patients presenting with complete Uhl anomaly should be considered for cardiac transplantation.,-2.4511147,1.8559779
18085,"Umbilical cord ulceration-intestinal atresia syndrome is characterised by congenital intestinal atresia, umbilical cord ulceration and severe intrauterine haemorrhage.",7.9107704,-3.8617482
18086,"Ulerythema ophryogenesis is characterised by inflammatory keratotic papules occurring on the face, which may be followed by scars, atrophy and alopecia. Prevalence is unknown but the disease, affecting mainly children and young adults, is rare. Erythema with mild hyperkeratosis of the hair follicles resulting in rough papules is observed on the cheeks and lateral aspects of the eyebrows. The disorder occasionally extends to the adjacent scalp, ears and forehead and rarely to the extensor surfaces of the limbs. Symptoms regress with age, although loss of the lateral aspects of the eyebrows can occur. Many cases occur sporadically; autosomal dominant inheritance has also been reported. There is no particular treatment, but patients should avoid sun exposure without UV protection.",6.643381,2.1353168
18087,"A viral infectious disease caused by RNA viruses in the Arenaviridae, Bunyaviridae, Filoviridae, or Flaviviridae family, and characterized by a severe multisystem syndrome, with damage to the vascular system and hemorrhaging.",-2.3857498,-4.2498264
18088,"Familial Mediterranean fever (FMF) is an autoinflammatory disorder characterized by recurrent short episodes of fever and serositis resulting in pain in the abdomen, chest, joints and muscles.",3.4336846,2.193368
18089,"Double outlet right ventricle (DORV) is a rare cono-truncal anomaly in which both the aorta and pulmonary artery originate, either entirely or predominantly, from the morphologic right ventricle.",9.002142,0.56586
1809,,-4.7397103,-0.19141382
18090,"Double-outlet left ventricle (DOLV) is an extremely rare congenital cardiac malformation in which both the aorta and the pulmonary artery arise, either exclusively or predominantly, from the morphologic left ventricle.",5.057376,-3.6279545
18091,"Microcephaly-brachydactyly-kyphoscoliosis syndrome is characterized by profound intellectual deficit in association with microcephaly, short stature, brachydactyly type D, a flattened occiput, downslanting palpebral fissures, low-set large ears, a broad prominent nose and kyphoscoliosis. It has been described in three sisters. The disorder is likely to be transmitted as an autosomal recessive trait.",7.7815495,-6.7149873
18092,"Vogt-Koyanagi-Harada disease is a bilateral, chronic, diffuse granulomatous panuveitis typically characterized by serous retinal detachment and frequently associated with neurological (meningitis), auditory, and dermatological alterations.",4.249246,1.8490038
18093,"Arbovirosis are polymorphic diseases caused by arboviruses and are classically characterized by encephalitis and hemorrhage, however, most commonly only aspecific fever is observed.",-1.0871831,-5.334295
18095,"Weaver-Williams syndrome is a multiple congenital anomalies syndrome characterized by moderate-to-severe intellectual disability, decreased muscle mass, microcephaly, facial dysmorphism (prominent ears, midfacial hypoplasia, small mouth and cleft palate), clinodactyly of the fingers, delayed osseous maturation and generalized bone hypoplasia. The syndrome has been described in a brother and sister and an autosomal recessive mode of inheritance has been suggested. There have been no further descriptions in the literature since 1977.",7.4550476,-8.510011
18097,"West syndrome (or infantile spasms) is characterised by the association of clusters of axial spasms, psychomotor retardation and an hypsarrhythmic interictal EEG pattern. It is the most frequent type of epileptic encephalopathy. It may occur in otherwise healthy infants and in those with abnormal cognitive development.",6.3312654,4.9706182
18098,"Autosomal dominant limb-girdle muscular dystrophy type 1E (LGMD1E) is a subtype of autosomal dominant limb-girdle muscular dystrophy characterized by an adult onset of progressive cardiac conduction defects that begin with cardiac dysrhythmia. Congestive heart failure and symptoms of progressive muscle weakness (present in a proximal distribution) tend to occur later. Affected patients may present only the cardiac features of the disease. Additional features include exertional dyspnea, calf hypertrophy, elevated creatine kinase serum levels and muscle cytoplasmic inclusions.",2.623902,-0.6281939
1810,A disease involving the hypoglossal nerve.,-4.0855064,0.97251093
18100,"A hereditary disorder that leads to a selective defect in renal or intestinal magnesium absorption, resulting in a low serum magnesium concentration.",1.9998889,6.7090373
18101,"Familial primary hypomagnesemia with normocalciuria and normocalcemia (FPHNN) is a form of familial primary hypomagnesemia (FPH), characterized by low serum magnesium (Mg) values but inappropriate normal urinary Mg values (i.e. renal hypomagnesemia). The typical symptoms are weakness of the limbs, vertigo, headaches, seizures, brisk tendon reflexes and mild to moderate psychomotor delay.",4.665976,4.287923
18103,"Folliculitis decalvans is a rare chronic inflammatory cicatricial alopecia of the scalp occurring in middle-aged adults and characterized by the development of alopecic patches with slowly centrifugal spread predominantly in the vertex and occipital area of the scalp, associated with perifollicular erythema, follicular pustules and hemorrhagic crusts.",2.558732,-4.1693206
18104,,-6.9475913,4.428682
18106,"Hereditary xanthinuria is a purine metabolism disorder due to inherited deficiency of the xanthine dehydrogenase/oxidase enzyme and is characterized by very low (or undetectable) concentrations of uric acid in blood and urine and very high concentration of xanthine in urine, leading to urolithiasis.",4.725308,5.961181
18107,,-0.68375385,-6.1406198
18108,,-1.1392035,-2.9544456
18109,"Fulminant viral hepatitis is a rapid and severe impairment of liver functions (acute liver failure) with hepatic encephalopathy developing less than 8 weeks after the onset of jaundice, secondary to viral hepatitis mainly due to HBV, but also to HAV.",-1.1237754,0.68210286
1811,A cataract resulting from hypocalcemia.,-7.6788483,4.892871
18110,,-0.67308235,-8.994488
18111,,-0.68385273,-6.140395
18112,Isolated scaphocephaly is a form of nonsyndromic craniosynostosis characterized by premature fusion of the sagittal suture.,9.56135,1.0524706
18113,Isolated synostotic plagiocephaly (SP) is a form of nonsyndromic craniosynostosis characterized by premature fusion of one coronal suture leading to skull deformity and facial asymmetry.,9.759102,1.0618824
18114,Isolated brachycephaly is a relatively frequent nonsyndromic craniosynostosis consisting of premature fusion of both coronal sutures leading to skull deformity with a broad flat forehead and palpable coronal ridges.,9.555998,1.0555247
18115,"A syndrome characterized by lesions occurring on the face, scalp, or neck which consist of congenital hypoplastic malformations of cutaneous structures and which over time undergo verrucous hyperplasia. Additionally it is associated with neurological symptoms and skeletal, ophthalmological, urogenital, and cardiovascular abnormalities.",6.222823,1.6556839
1812,,-1.9572134,-4.5009108
18120_18118_18119_18117,,-3.9996216,8.209812
18121,An acquired metabolic disease that is has its basis in the disruption of mitochondrial genome maintenance.,-4.1691446,6.8915687
18122,,-3.1605952,4.2851534
18123,"Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome is a rare, syndromic intellectual disability primarily characterized by moderate to severe intellectual disability, true-to-relative microcephaly and brain abnormalities including a thin corpus callosum, cerebellar hypoplasia, cerebral white matter hypoplasia and multi-focal hyperintensity of cerebral white matter on MRI. Obesity and distinctive craniofacial dysmorphism (including brachycephaly, round face, straight eyebrows, synophrys, hypertelorism, epicanthus, wide and depressed nasal bridge, protruding ears with uplifted lobe, downslanting corners of the mouth) are additional features.",6.7312512,-8.258181
18124,"Oncogenic osteomalacia is characterized by the development of a tumor that causes the bones to be weakened. This occurs when a tumor secretes a substance called fibroblast growth factor 23 (FGF23). FGF23 inhibits the ability of the kidneys to absorb phosphate. Phosphate is important for keeping bones strong and healthy. Therefore, this disease is characterized by a softening and weakening of the bones (osteomalacia). The disease also results in multiple biochemical abnormalities including high levels of phosphate in the urine (hyperphosphaturia) and low levels of phosphate in the blood (hypophosphatemia). The majority of tumors that cause oncogenic osteomalacia are small and slow-growing. These tumors most commonly occur in the skin, muscles, or bones of the extremities or in the paranasal sinuses around the head. Most of these tumors are benign, meaning they are not associated with cancer. The exact reason that the tumors associated with oncogenic osteomalacia develop is not known. The disease is diagnosed when a person experiences clinical features such as bone weakening and hyperphosphaturia and a tumor is found by imaging of the body. Treatment of the disease consists of surgical removal of the tumor. The symptoms of the disease, including the weakening of the bones, typically resolve once the tumor is removed.",-1.8020226,0.30815405
