node_id,description,t-SNE 1,t-SNE 2
DB05413,Tifuvirtide is the first members of a new class of anti-HIV drugs which is also called fusion inhibitors. It has received fast track designation from the FDA and is in Phase I/II clinical testing.,-1.2800492,2.794325
DB05415,OSI-461 is a second-generation molecule belonging to a new class of drugs termed selective apoptotic anti-neoplastic drugs (SAANDs).,-8.148779,5.0672436
DB05416,"Cardarine (GW-501516) is a peroxisome proliferator-activator receptor-delta agonist for the potential treatment of dyslipidemia. Cardarine has been investigated for the treatment of Obesity, Lipid Disorders, and Cardiovascular Disease.",-10.003194,-1.1442192
DB05417,"GW 468816 is glycine receptor antagonist. It is designed to aid abstinence in people who have just quit smoking, delaying the time to relapse. It was undergoing phase II trials since December 2003.",-5.202339,-1.1596435
DB05418,"GW 597599, a neurokinin-1 (NK1) receptor antagonist is currently in phase II trials for chemotherapy-induced vomiting; functional dyspepsia; depression and anxiety.",-3.7731054,-2.0282338
DB05419,"ADX10061 is a potent, selective antagonist of the dopamine D1 receptor. It is developed by Addex Pharmaceuticals for the treatment of nicotine dependence.",-4.5627284,-2.228312
DB05420,"Gallium maltolate is Titan’s novel oral agent in development for the potential treatment of chronic bacterial infections, bone disease and cancer.",-6.987233,3.63065
DB05421,"CP-122721, neurokinin 1 (NK1) antagonist is developed by Pfizer to treat depression, emesis, and inflammatory diseases including asthma and irritable bowel syndrome.",-7.226974,-6.0829277
DB05422,OPC-14523 is an antidepressant drug developed by Otsuka America Pharmaceutical.,-4.5514226,-2.180945
DB05423,"ORG-34517 is currently under investigation by Organon for the treatment of depression. It has potential to treat a number of diseases such as Cushing’s disease, hypertension, diabetes, glaucoma etc, in which the activity of metabolites corticosterone and cortisol is high.",-9.022187,-1.0916283
DB05424,"Canertinib is a pan-erbB tyrosine kinase inhibitor which work against esophageal squamous cell carcinoma in vitro and in vivo. Canertinib treatment significantly affects tumour metabolism, proliferation and hypoxia as determined by PET.",2.0480244,7.8386035
DB05428,"Motexafin gadolinium is studied in the treatment of cancer by Pharmacyclics. It may make tumor cells more sensitive to radiation therapy, improve tumor images using magnetic resonance imaging (MRI), and kill cancer cells. It belongs to the family of drugs called metalloporphyrin complexes. Also called gadolinium texaphyrin.",9.227265,6.1060314
DB05429,"CAT-213 is a fully human anti-eotaxin monoclonal antibody with potential in the treatment of allergic disorders, has moved into pre-clinical development. It is developed by MedImmune for the treatment of Allergic Rhinitis.",-0.07869394,5.6051974
DB05431,"MLN-977 is a small molecule compound that inhibits the production of leukotrienes, especially 5-lipoxygenase. It is developed by PharmaEngine to treat asthma and chronic obstructive pulmonary disease.",-10.226966,-1.1713585
DB05432,"DAS-431 IV is a dopamine D1 receptor agonist developed by DrugAbuse Sciences for the treatment of Addictions, Schizophrenia, Schizoaffective Disorders, Dementia, Parkinson's Disease, Strokes etc. ",-4.5627284,-2.228312
DB05434,"ABT-510 is peptide mimetics of thrombospondin-1 (TSP-1), block angiogenesis in vitro and in vivo and slow tumor growth. It is developed by Abbott Laboratories for the treatment of Solid Tumors, Lymphoma and Melanoma.",-0.21698289,5.872881
DB05437,"RIGScan CR49, a 125I-labelled CR monoclonal antibody directed against the tumour-associated antigen TAG-72, is undergoing development with Neoprobe for the intraoperative detection of metastatic colorectal cancer.",5.1990347,8.185988
DB05440,"SRP 299 is a preparation of killed Mycobacterium vaccae that has been tested in uses related to inhibiting periodontal disease, in treating asthma and in treating eczema, itching and inflammation. Mycobacterium vaccae is a non-pathogenic, saprophytic bacteria whose antigens can be used to induce peripheral immune activation through the activity of regulatory T-cells that surpress inappropriate Th2 activity. A specific subset of serotonergic neurons in the interfascicular part of the dorsal raphe nucleus (DRI) is believed to be involved, based on studies with mice. ",3.5140474,5.563415
DB05442,Etiprednol dicloacetate (BNP-166) is a soft corticosteroid with anti-inflammatory properties that has been indicated in the treatment of asthma and Chron's disease. Anti-asthmatic effects were associated with decreased cytokine production in lipopolysaccharide-stimulated lymphocytes and attenuated lectin-induced proliferation of blood mononuclear cells in tissue culture.,-0.022325817,6.379338
DB05443,"ADL 10-0101 is a peripheral kappa opioid agonist analgesic product candidate. Preclinical trials of ADL 10-0101 have suggested that the compound may be effective for the treatment of inflammatory pain, itch and visceral pain. Because ADL 10-0101 does not cross the blood-brain barrier and enter the brain when administered at therapeutic doses, it is expected to avoid central nervous system side effects.",-7.226974,-6.0829277
DB05446,"LJP 1082 is a Toleragen that is designed to shut down the B cells that produce antibodies to ß2 GP1. LJP 1082 is undergoing trial for for the treatment of stroke, deep-vein thrombosis and other conditions associated with antibody-mediated thrombosis. Antibody-mediated thrombosis, also called antiphospholipid syndrome (APS), is a blood clotting disorder. Patients with high levels of anticardiolipin antibodies (ACA) have an increased risk of stroke, heart attack, deep vein thrombosis, and recurrent fetal loss. The target of the LJP 1082's clot-promoting antibodies is a small region on a key blood protein called beta 2-glycoprotein I. To date, our scientists have shown that approximately 90% of patients studied with antibody-mediated thrombosis have antibodies that bind to this region.",-7.226974,-6.0829277
DB05447,"AVI-4557 is an oral antisense compound that selectively inhibits the metabolic enzyme cytochrome P450 3A4 (CYP), a liver enzyme responsible for the metabolism or breakdown of approximately half of currently marketed drugs. Studies indicate that AVI-4557 can successfully reduce the rate of metabolism for certain drugs, therefore allowing greater and longer availability of the drug in the patient's system through a decrease in clearance and an increase in maximal blood concentration (Cmax). AVI-4557 is therefore indicated to limit toxicity for patients receiving highly-toxic therapeutic drugs for treatment of anxiety, cancer, and a number of other serious conditions.",-7.226974,-6.0829277
DB05448,"PX-12 (1-methylpropyl 2-imidazolyl disulfide) is a small-molecule inhibitor of Trx-1 (thioredoxin-1), stimulates apoptosis, down-regulates HIF-1α and vascular endothelial growth factor (VEGF) and inhibits tumor growth in animal models. Since high levels of Trx-1 have been associated with colorectal, gastric and lung cancers, PX-12 is indicated as a potential cancer treatment in combination with chemotherapy for patients with advanced metastatic cancer. Initial trials correlated doses of Px-12 with increased patient survival.",-6.552761,2.3003159
DB05449,"FM-VP4, is a novel hydrophilic phytostanol analogue representing a new class in cholesterol-lowering drugs called cholesterol absorption inhibitors. FM-VP4 has been shown to inhibit cholesterol absorption and to lower plasma LDL-cholesterol and total cholesterol in a broad range of animal species. Additional experiments suggest that FM-VP4 can reduce plasma LDL cholesterol levels and triglyceride levels, reduce weight gain and exert a anti-atherosclerosis effect.",-6.170234,-2.6871405
DB05451,"P54 reduces the inflammation associated with cancer/tumors, Crohn's disease, inflammatory bowel disease, osteoarthritis, and ulcerative colitis. It inhibits the induction of the enzyme NFkB, thereby inhibiting downstream inflammatory genes such as COX II and iNOS.",-7.226974,-6.0829277
DB05452,"PH-284 belongs to a new family of new chemical entities called vomeropherins. Vomeropherins are self-administered by the patient with a metered nasal spray, or nasal aerosol device so that they can bind to peripheral chemosensory receptors in the nasal passages. This binding produces neural impulses that are transmitted by specific pathways to the hypothalamic centre that directly and rapidly affect brain function. PH-284 is under investigation by Pherin and Organon for the treatment of anorexia nervosa, and loss of appetite and cachexia in cancer and AIDS patients.",-3.8182778,-1.0440838
DB05455,SR 121463 is a nonpeptide aquaretic compound with potent selective antagonism of the vasopressin V2 (V1b) receptor subtype. It is a candidate for control of hyponatremia and in the treatment of syndrome of inappropriate secretion of anti-diuretic hormone (SIADH).,-1.7470251,3.9154565
DB05457,"OSI-7904L is a liposome encapsulated thymidylate synthase inhibitor, which is indicated for use in advanced gastric and/or gastroesophageal adenocarcinoma (A-G/GEJA). Current treatments also inhibit thymidylate synthase but the innovative lipid coating of OSI-7904L allows for more enduring results with administration of the TS inhibitor.",-9.252843,4.149729
DB05458,"ABT-089 is a neuronal nicotinic acetylcholine receptor agonist that may have therapeutic utility for the treatment of several neurological disorders including Alzheimer, Attention Deficit Hyperactivity Disorder and Schizophrenia/Schizoaffective disorders. In radioligand binding studies, ABT-089 has shown selectivity toward the alpha4beta2 nAChR subtype as compared to the alpha7 and alpha1beta1deltagamma nAChR subtypes. Neuronal nicotinic acetylcholine receptors (nAChRs) modulate the release of several important neurotransmitters, such as acetylcholine and dopamine.",-4.3941665,-2.8364873
DB05459,"Briakinumab is a human anti-IL-12 monoclonal antibody being developed for the treatment of a number of T-cell driven autoimmune diseases. It targets and neutralize interleukin-12 and interleukin-23, two proteins associated with inflammation, such as pro-inflammatory interleukins or tumor necrosis factor- alpha. Briakinumab represents a novel approach to treating psoriasis, Multiple Sclerosis, Crohn’s Disease and other autoimmune and inflammatory disorders. As of 2011 drug development for psoriasis has been discontinued in the U.S. and Europe.",2.1809108,6.8665366
DB05460,"Ezatiostat is investigated in clinical trials for treating myelodysplastic syndrome. This compound belongs to the peptides. These are compounds containing an amide derived from two or more amino carboxylic acid molecules (the same or different) by formation of a covalent bond from the carbonyl carbon of one to the nitrogen atom of another. This medication is known to target Glutathione S-transferase P. Ezatiostat is a small molecule drug that is an analog inhibitor of glutathione S-transferase P1-1. It acts intracellularly on the MAPK signaling pathway by activating ERK2. Ezatiostat has myelostimulant activity in preclinical rodent models and human bone marrow cultures, and differentiates granulocytes and monocytes in HL60 cells. Ezatiostat is a candidate designed to stimulate the formation of bone marrow cells that are precursors to granulocytes and monocytes (white blood cells), erythrocytes (red blood cells) and platelets. Many conditions are characterized by depleted bone marrow, including myelodysplastic syndrome (MDS), a form of pre-leukemia in which the bone marrow produces insufficient levels of one or more of the 3 major blood elements (white blood cells, red blood cells and platelets). It might also be relevant as an adjunct therapy since a reduction in blood cell levels is also a common, toxic effect of many standard chemotherapeutic drugs.",-5.3375816,2.6174023
DB05461,"At low doses, OPC 28326 selectively vasodilates the femoral arterial bed due to its inhibitory action at alpha-2-adrenoceptors while having minimal action on systemic blood pressure, heart rate and coronary, carotid, vertebral, renal, and mesenteric blood flows. It is the only clinical compound with this profile. It is currently being investigated in the treatment of peripheral vascular diseases and Raynaud's syndrome.",-4.2024937,-2.3128123
DB05463,"ISS 1018 is a short, synthetic, unmethylated CpG oligodeoxynucleotide (CpG ODN) with immunostimulatory activity. ISS 1018 signals through Toll-like receptor 9 (TLR9) to induce the production of immunoglobulin by B cells and interferon (IFN) -alpha, IFN-beta, interleukin-12 (IL-12), and tumor necrosis factor - alpha (TNF-alpha) by plasmacytoid dendritic cells (pDC). ISS 1018 CpG ODN promotes antigen presentation and co-stimulatory molecule expression. ISS 1018 is currently being investigated in combination with HBsAg vaccine as a prophylactic treatment for to prevent Hepatitis B in adults. It is also being investigated in combination with rituximab for treatment of b-cell or non-hodgkin's lymphoma.",-0.5232237,6.5276856
DB05464,"NOX-700, an new orally active dithiocarbamate-based nitric oxide (NO) blocking agent that is in development for the treatment of diabetes mellitus (type 2 diabetes). In animal studies, NOX-700 lowered serum glucose, improved glucose tolerance, and reduced the percentage of total glycated hemoglobin. Immunohistochemical studies on",-7.6207604,-0.9607268
DB05465,"MLN518 is a novel, oral, small molecule designed to inhibit type III receptor tyrosine kinases, including FLT3, (platelet-derived growth-factor receptor) PDGFR and c-KIT. Tyrosine kinases are enzymes involved in several cellular processes and are known to be activated in cancer cells to drive tumor growth. AML patients with FLT3 mutations experience earlier disease relapse and shorter survival rates compared to patients without these mutations. Approximately 25 to 30 percent of all adult AML patients have a mutation of the FLT3 gene. The use of MLN518 to treat AML has been granted fast-track status by the U.S. Food and Drug Administration. Phase I/II trials are underway.",5.252429,-5.571569
DB05466,"R673 is a novel NK1 antagonist that penetrates the blood-brain barrier, has excellent safety and tolerability and shows low P450-based drug interaction potential. The phase II program for treatment of depression and anxiety is ongoing in the US and EU.It is not clear how tachykinin antagonists exert their effect, but SP levels have been commonly linked to the functioning of limbic system with respect to anxiety and depression.",-3.7727973,-2.0276096
DB05467,"R667 is an orally active, gamma selective retinoid agonist that shows promise as a treatment for emhysema, as it has, in animal models, promoted structural lung repair and functional improvement with fewer side effects. It is currently in Phase II Trials for emphysema secondary to alpha-1 antitrypsin",-9.204576,-1.6439571
DB05468,"R411 is a non-steroid oral medicine for the treatment of asthma. It is not immunosuppressive, but blocks the activation and recruitment of cells involved in respiratory inflammation. It is a dual-acting competitive integrin antagonist (as compared to previously developed single integrin antagonists or SIAs) that prevents binding of V-CAM1 to either a4b1 or a4b7. ",-1.6171212,2.6615522
DB05469,R450 is an alpha 1 antagonist that acts to tighten the muscle tone in the bladder. It is being considered for treatment of stress-related urinary incontinence. Phase IIa data for the drug show it reduced the number of incontinent episodes compared to placebo with minimal cardiovascular effects.,-4.222256,-1.9996923
DB05470,"VX-702 is a small molecule investigational oral anti-cytokine therapy for treatment of inflammatory diseases, specifically rheumatoid arthritis (RA). It acts as a p38 MAP kinase inhibitor. In the future, VX-702 may be investigated for combination with methotrexate, a commonly used therapy for RA.",-0.3019763,6.3800583
DB05471,"SGN-30 is an engineered monoclonal antibody (mAb) that reacts with significant affinity to the CD30 antigen, which is highly expressed on a variety of hematologic malignancies as compared to on normal cells. SGN-30 has been shown to induce direct anti-cancer activity towards tumor cells expressing CD30 and is undergoing phase II trials for cancer therapy. SGN-30 has demonstrated objective antitumor responses as a single agent in phase II clinical trials. We are collaborating with the National Cancer Institute (NCI) on three clinical trials of SGN-30 in combination with chemotherapy for the treatment of relapsed Hodgkin lymphoma, front-line ALCL and pediatric ALCL.",-7.747818,-0.91703826
DB05472,"Human interferon omega 1 (IFN-omega 1 = IFN-alpha II1) is a recently discovered protein structurally related to IFN-alpha and -beta. It occurs naturally in the human body and is currently being manufactured by Intarcia through genetic engineering. There are multiple routes for administration of omega interferon: injection, an implantable subcutaneous drug delivery system, and an oral formulation. It has been investigated both in single and combination treatment. The biological activities of IFN-omega 1 and its physiological role are not known to date.",-0.958814,-1.0117662
DB05475,"SCV-07 (g -D-glutamyl-L-tryptophan) is a novel synthetic dipeptide that acts broadly on the Toll-like receptor pathway. It has been shown to stimulate T-lymphocyte differentiation, macrocytic phagocytosis, and specific immune responses, and enhance IL-2 and INF-g production. Due to this preferential activation of Th1 cytokine production, SCV-07 may show utility in treatment of tuberculosis. It can be administered orally or subcutaneously. In independent studies, treatment of tuberculosis with SCV-07 improved clearance of mycobacteria, improved cavity healing, improvements in immune parameters and reduced symptoms (fever, weakness, sweating, dry cough, productive cough, dyspnea, chest pain, tachycardia) without any adverse local or general effects. SCV-07 has shown efficacy in treating various viral and bacterial infections.",-0.40067005,6.6649966
DB05476,"WX-UK1 is a 3-amidinophenylalanine-based non-cytotoxic small molecule that belongs to a new class of drugs. In animal models, WX-UK1 blocks tumor cell invasion, metastasis and primary tumor growth by inhibiting serine proteases and the urokinase Plasminogen Activator (uPA) system, which have been shown to play a key role in metastasis and primary tumor growth of breast, gastric, colon cancer, and various other solid tumors. Independent studies show that administration of Wx-UK1 resulted in a decrease of tumor cell invasion, suggesting its efficacy as a an adjuvant antimetastatic therapy of carcinomas.",-0.44662565,2.8061624
DB05478,"Pradefovir mesilate (previously known as MB-06886, Hepavir B and remofovir mesylate) is an orally administered small molecule compound that belongs to a novel series of phosphate and phosphonate prodrugs of adefovir. (Hepsera) is an acyclic phosphonate analogue of adenine that is used to treat hepatitis B virus. As adefovir is poorly absorbed and associated with a high level of nephrotoxicity, pradefovir mesilate was designed to specifically target the liver and reduce risks to external tissue, especially the kidneys, while improving results of adefovir.",-5.9254365,-2.2772634
DB05479,"CZEN-002 is a novel, non-azole anti-fungal synthetic octapeptide, derived from alpha-Melanocyte-Stimulating Hormone (a-MSH). CZEN-002 modulates inflammatory and immune responses. It has also been shown to kill Candida albicans (C. albicans), a single-celled fungal organism that causes a variety of infections, including vaginitis. This organism can invade tissues and produce fatal infections in individuals with compromised immune systems such as those suffering from HIV/AIDS or undergoing organ or bone transplants. The antimicrobial activity of CZEN-002 is unique in that it does not depend on direct damage to the microbial membrane. It appears that CZEN-002 works on a receptor in yeast that has yet to be identified. ",-3.1643581,-1.3229634
DB05481,"Alpha 1-antitrypsin is a glycoprotein primarily produced by hepatocytes, and to a lesser extent, immune system cells. Recombinant alpha 1-antitrypsin (rAAT) is produced from yeast, which unlike commercially available forms of plasma-derived AAT, eliminates the risk associated with blood-borne infectious agents and allows for a increased manufacturing. rAAT belongs to a family of structurally-related proteins classified as serine protease inhibitors or SERPINS, which are known to inhibit several proteases including trypsin, cathepsin G, thrombin, tissue kallikrein, as well as neutrophil elastase. The proteinase/antiproteinase balance is believed to be important for maintaining healthy skin. The rAAT topical gel (Dermolastin™) is indicated for patients with atopic dermatitis and psoriasis. The company has indicated that other formulations for gastroenterological and urological indications will also be developed.",-1.3817806,3.1032522
DB05482,"7-ethyl-10-hydroxycamptothecin (SN 38) is a liposomal formulation of the active metabolite of Irinotecan , a chemotherapeutic pro-drug approved for the treatment of advanced colorectal cancer. SN 38 has been used in trials studying the treatment of Cancer, Advanced Solid Tumors, Small Cell Lung Cancer, Metastatic Colorectal Cancer, and Triple Negative Breast Cancer, among others.",2.25349,1.0966783
DB05483,"PCL-016 or Picolinic acid drug substance is a pyridine carboxylate metabolite of tryptophan. It acts as an anti-infective and immunomodulator and is produced in approximately 25-50 mg quantities by the body on a daily basis through the breakdown of tryptophan. PCL-016 plays a key role in zinc transport. As a therapeutic agent, the molecule works by binding to zinc finger proteins (ZFPs) in a way that changes their structures and disrupts zinc binding, inhibiting function. ZFPs are involved in viral replication and packaging as well as normal cell homeostatic functions. Picolinic acid has been shown to be an anti-viral in vitro and in vivo, and sometimes works in conjunction with other cytokines such as interferon gamma to affect immune responses. Acne vulgaris, herpes and other viral infections therefore pose potential therapeutic targets of PCL-016.",-3.3164463,0.060992528
DB05484,"MDX-018, also known as HuMax-Inflam, is a fully human antibody that is directed to IL-8 (interleukin-8) and may have potential application in oncology and inflammation. Trials will initially focus on studies to treat glioblastoma, a cancer of the central nervous system. Other possible indications include chronic obstructive pulmonary disease (COPD) and pustular dermatoses. In pre-clinical studies, HuMax-Inflam has been shown to inhibit tumor growth in tumor models using primary human tumors in immunodeficient mice. HuMax-Inflam was also effective in reducing disease activity in palmoplantar pustulosis patients in a clinical study.",-0.12234558,5.9158707
DB05487,"Custirsen is a benzopyran with potential antineoplastic activity. Custirsen acts as a selective estrogen receptor modulator (SERM), inhibiting the proliferation of estrogen-sensitive breast cancer cells. This agent also inhibits growth and induces apoptosis of glioblastoma cells via a mechanism independent of estrogen receptor-related mechanisms. Custirsen is also being investigated in the treatment of primary brain tumors.",-7.800345,-1.2707106
DB05488,"99mTc-Ciprofloxacin is a new formulation of ciprofloxacin (INFECTON), being investigated as a radioimaging agent for the potential diagnosis of infection, including fever of unknown origin, osteomyelitis, wound infection, abdominal abscess, pneumonia, appendicitis and tuberculosis. INFECTON combines the widely used antibiotic, ciprofloxacin, with Technetium ((99m)Tc), the most commonly used radioisotope in nuclear medical imaging There is currently controversy around the drug's ability to discriminate between sterile inflammation and bacterial versus nonbacterial infections.",-1.8384825,-2.6902027
DB05490,"AMG-131 (T131), an orally-administered therapy, is expected to lower blood glucose in type II diabetic patients by improving the body’s ability to respond to insulin. T131 is a selective modulator of PPARg (peroxisome proliferator activated receptor gamma), a receptor involved in regulating the body’s ability to respond to insulin. T131 is not structurally related to the thiazolidinedione class of PPARg agonists, which includes Actos and Avandia.",-10.38116,-1.2886505
DB05492,"EpiCept NP-1 is a prescription topical analgesic cream designed to provide effective, long-term relief from the pain of peripheral neuropathies. Peripheral neuropathies are medical conditions caused by damage to the nerves in the peripheral nervous system. The peripheral nervous system includes nerves that run from the brain and spinal cord to the rest of the body. EpiCept NP-1 Cream is a patented formulation containing two FDA-approved drugs, amitriptyline (a widely-used antidepressant) and ketamine (an NMDA antagonist that is used as an anesthetic).",-4.254865,-2.0571108
DB05494,"Elacytarabine is a fatty acid derivative of , an approved cytotoxic cancer drug. Cytarabine has limitations such as minimal uptake in solid tumours and is only used to treat leukaemia. Elacytarabine is designed to overcome this limitation and has shown considerable uptake in solid tumour cells. Elacytarabine is a patented new chemical entity of the nucleoside analog class, with improved biological properties and the potential to treat solid tumours such as non-small cell lung cancer, malignant melanoma and ovarian cancer.",-8.850327,3.788567
DB05495,"PG-530742 selectively inhibits certain matrix metalloproteinases that have been implicated in the cartilage degradation that occurs in osteoarthritis. By inhibiting these MMPs, it potentially limits cartilage degradation and disease progression. Studies are currently assessing the efficacy and safety of PG-530742 in the treatment of mild to moderate knee osteoarthritis.",-0.22032964,4.692041
DB05496,"Otelixizumab is a monoclonal antibody that binds to a receptor found on all T cells called CD3, which is involved in normal T cell signaling. Otelixizumab is believed to inhibit the function of autoreactive T cells, which are important in propagating autoimmune diseases, while inducing regulatory T cell pathways that promote immunological tolerance and inhibit autoreactive disease activity. Tolerx is developing otelixizumab to treat patients with type 1 diabetes, psoriasis and other autoimmune diseases such as rheumatoid arthritis.",4.5773606,9.3253355
DB05501,"AMD-070 is a small molecule drug candidate that belongs to a new investigational class of anti-HIV drugs known as entry (fusion) inhibitors. Currently there is only one FDA-approved entry inhibitor, enfuvirtide (Fuzeon), that is available for the treatment of HIV infection. Several experimental entry inhibitors are now in early stage testing, including AMD-070, which targets the CXCR4 receptor on HIV and prevents the virus from entering and infecting healthy cells. Other entry inhibitors target the CCR5 receptor of HIV.These new agents are widely viewed as next generation anti-HIV drugs with the potential to significantly advance HIV therapeutics.",-1.2580626,3.5024912
DB05505,"Nissan Chemical and Taisho have been jointly developing NM-702, a drug for the treatment of arteriosclerosis obliterans.",-3.7372863,-0.49238342
DB05506,"ISIS 113715 is our second-generation antisense inhibitor of protein tyrosine phosphatase 1b, or PTP‑1b, for the treatment of type 2 diabetes. In early trials, ISIS 113715 induced statistically significant improvements in multiple measures of glucose control along with statistically significant",1.160919,9.238175
DB05507,"VX-765 is the orally available prodrug of a potent and selective competitive inhibitor of ICE/caspase-1 (VRT-043198). VX-765 is currently under clinical development for the treatment of inflammatory and autoimmune conditions, as it blocks the hypersensitive response to an inflammatory stimulus.",-0.022325817,6.379338
DB05509,"LI 301 is an orally bio-available compound delivered in a fast melt mechanism with taste masking enabling it to be taken anytime without water. It has a novel mode of action combining both the light effect of a Selective Serotonin Reuptake Inhibitor (\SSRI\"")(most likely antagonistic at 5HT1a receptors) and antagonism at mu-opioid receptors. This results in a slight dulling of sensation that can be used to treat premature ejaculation without interfering with normal sexual pleasure or orgasm. """,-4.2190537,-2.2504344
DB05511,CF 101 (known generically as IB-MECA) is an anti-inflammatory drug for rheumatoid arthritis patients. Its novel mechanism of action relies on antagonism of adenoside A3 receptors. ,-3.6926622,-1.2597295
DB05513,,0.07985314,6.369631
DB05514,,-4.6873345,-0.3641665
DB05518,"CS-917 is a novel inhibitor of fructose 1,6-bisphphosphatase (FBPase) which is one of the rate-limiting enzymes of gluconeogenesis.",-7.388041,3.908682
DB05521,"Telaprevir is a direct acting antiviral medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, and affecting 72% of all chronic HCV patients. Treatment options for chronic Hepatitis C have advanced significantly since 2011, with the development of Direct Acting Antivirals (DAAs) such as Telaprevir. Telaprevir is an inhibitor of NS3/4A, a serine protease enzyme, encoded by HCV genotype 1. These enzymes are essential for viral replication and serve to cleave the virally encoded polyprotein into mature proteins like NS4A, NS4B, NS5A and NS5B. The barrier for develoment of resistance to NS3/4A inhibitors is lower than that of NS5B inhibitors, another class of DAAs. Subtitutions at amino acid positions 155, 156, or 168 are known to confer resistance. The substitutions of the enzyme's catalytic triad consisting of H58, D82, and S139 are also likely to alter the affinity of the drug for NS3/4A or the activity of the enzyme itself. Despite this disadvantage Telaprevir is still effective against HCV when paired with , , and.",1.37318,-0.17125511
DB05524,"Pelitinib (EKB-569) is a potent, low molecular weight, selective, and irreversible inhibitor of epidermal growth factor receptor (EGFR) that is being developed as an anticancer agent.",9.379654,6.184129
DB05528,"Mipomersen sodium, which was known as the investigational drug, isis-301012, is the salt form of a synthetic phosphorothioate oligonucleotide. Mipomersen sodium prevents the formation of apo B-100, resulting in a decrease in the levels of apolipoprotein B (apo B), low density lipoprotein (LDL), and total cholesterol. Mipomersen is indicated in patients with homozygous familial hypercholesterolemia as an adjunct to diet and other lipid-lowering medications. It is marketed under the brand name Kynamro in the United States, and the FDA label includes a black box warning of hepatoxicity. Specifically, elevations in the liver enzymes, i.e. transaminases, and in liver fat (hepatic steatosis) have been reported. Due to this serious risk of liver toxicity, mipomersen sodium is only available to patients under the restricted program called Kynamro Risk Evaluation and Mitigation Strategy program.",7.201976,2.681718
DB05530,CPG 10101 is a synthetic oligodeoxynucleotide (ODN) in clinical trials. It is a toll-like receptor 9 (TLR9) agonist with antiviral and immunomodulatory properties that could potentially influence chronic infection with HCV.,-7.226974,-6.0829277
DB05532,BMS-488043 has been investigated as an anti-HIV agent.,7.0172276,6.3513417
DB05533,"QR-333 has been investigated as a treatment for diabetic peripheral neuropathy. QR-333 is a concentrated and standardized nutrient based active compounds dosed in a topical cream designed to reduce oxidative stress and treat symptoms of Diabetic Peripheral Neuropathy, a nerve disorder that can lead to numbness, skin ulcers, constant pain or extreme sensitivity to a stimulus.",-7.688679,0.8090531
DB05540,An amino acid analogue and antibiotic derived from the bacterium Streptomyces alanosinicus with antimetabolite and potential antineoplastic activities.,9.073487,6.1777616
DB05541,"Brivaracetam is a racetam derivative of levetiracetam used in the treatment of partial-onset seizures. Brivaracetam binds SV2A with 20 times higher affinity than levetiracetam. It is available under the brand name Briviact made by UCB. Briviact received FDA approval on February 19, 2016.",2.5449438,-9.598787
DB05542,,3.4654434,-8.492124
DB05545,AMG 108 was investigated for use as an antirheumatic agent.,4.4119005,9.627309
DB05550,"Immunoglobulin G1, anti-(human CD30 (antigen)) (human monoclonal MDX-060 heavy chain), disulfide with human monoclonal MDX-060 light chain, dimer. Molecular weight is approximately 170,000 daltons. In phase I/II clinical trials for treatment of CD30+ lymphomas.",5.068376,8.417375
DB05552,An NSAID that inhibits PI-3K gamma and delta.,-1.4177902,9.745078
DB05553,,-7.226974,-6.0829277
DB05555,A humanized immunoglobulin G1k anti-interleukin-9 mAb.,5.3672132,7.9014874
DB05559,,-7.620655,-0.9606849
DB05562,,2.8170905,-8.001142
DB05575,,5.985771,1.73262
DB05578,"Ramucirumab is a human monoclonal antibody (IgG1) against vascular endothelial growth factor receptor 2 (VEGFR2), a type II trans-membrane tyrosine kinase receptor expressed on endothelial cells. By binding to VEGFR2, ramucirumab prevents binding of its ligands (VEGF-A, VEGF-C, and VEGF-D), thereby preventing VEGF-stimulated receptor phosphorylation and downstream ligand-induced proliferation, permeability, and migration of human endothelial cells. VEGFR stimulation also mediates downstream signalling required for angiogenesis and is postulated to be heavily involved in cancer progression, making it a highly likely drug target. In contrast to other agents directed against VEGFR-2, ramucirumab binds a specific epitope on the extracellular domain of VEGFR-2, thereby blocking all VEGF ligands from binding to it. Ramucirumab is indicated for us in advanced gastric or gastro-esophageal junction adenocarcinoma as a single agent or in combination with paclitaxel after prior fluoropyrimidine- or platinum-containing chemotherapy.",2.0486095,7.9601483
DB05590,,-4.802729,-2.422094
DB05595,"Farletuzumab (MORAb-003) is a fully humanized monoclonal antibody against the folate receptor alpha, for the potential treatment of epithelial ovarian cancer.",4.525711,9.428743
DB05607,,3.1050675,-8.092339
DB05624,"A synthetic decapeptide, water-soluble Gonadotropin-releasing hormone antagonist. It has reached phase II clinical trials.",-3.2391245,-2.5750268
DB05630,"Sodium stibogluconate is a medicine used to treat leishmaniasis and is only available for administration by injection. It belongs to the class of medicines known as the pentavalent antimonials. Sodium stibogluconate is sold in the UK as Pentostam (manufactured by GlaxoSmithKline). Widespread resistance has limited the utility of sodium stibogluconate, and in many parts of the world, amphotericin or miltefosine are used instead. It is also being investigated as an anti-tumor agent.",-7.564145,6.37324
