idx,id,name,PDB ID,UniProt Accession
17800.0,5330,PLCB2,2ZKM,Q00722
17803.0,5333,PLCD1,1MAI,P10688
17803.0,5333,PLCD1,1DJX,P10688
17810.0,53343,NUDT9,1QVJ,Q9BW91
17811.0,53344,CHIC1,4AXN,Q700B8
17816.0,5335,PLCG1,2HSP,P19174
17816.0,5335,PLCG1,1YWO,P10686
17816.0,5335,PLCG1,2FJL,P10686
17816.0,5335,PLCG1,2PLE,P08487
17818.0,53354,PANK1,2I7N,Q8TE04
17820.0,5336,PLCG2,2EOB,P24135
17820.0,5336,PLCG2,2EQI,Q8CIH5
17822.0,53371,NUP54,3T97,P70582
17822.0,53371,NUP54,3T97,P70582
17823.0,53373,TPCN1,6C96,Q9EQJ0
17825.0,5339,PLEC,2ODV,Q15149
17825.0,5339,PLEC,4Q59,Q15149
17825.0,5339,PLEC,3F7P,Q15149
17825.0,5339,PLEC,5J1G,Q15149
17825.0,5339,PLEC,4Q58,Q15149
17825.0,5339,PLEC,5J1I,Q15149
17825.0,5339,PLEC,5J1F,Q15149
17825.0,5339,PLEC,2N03,Q15149
17825.0,5339,PLEC,3PE0,Q15149
17825.0,5339,PLEC,3PDY,Q15149
17827.0,5340,PLG,4DUR,P00747
17827.0,5340,PLG,1L4D,P00747
17827.0,5340,PLG,1BML,P00747
17827.0,5340,PLG,5UGG,P00747
17827.0,5340,PLG,1L4Z,P00747
17830.0,5341,PLEK,1W4M,P08567
17830.0,5341,PLEK,1UHW,Q9JHK5
17830.0,5341,PLEK,2CSO,P08567
17833.0,5345,SERPINF2,2R9Y,Q61247
17835.0,5347,PLK1,4J52,P53350
17835.0,5347,PLK1,2OU7,P53350
17836.0,5348,FXYD1,2JO1,O00168
17846.0,5358,PLS3,1WJO,P13797
17846.0,5358,PLS3,1AOA,P13797
17849.0,5361,PLXNA1,3RYT,P70206
17849.0,5361,PLXNA1,5L7N,P70206
17849.0,5361,PLXNA1,3RYT,P70206
17850.0,53615,MBD3,6CC8,O95983
17851.0,53616,ADAM22,5Y31,Q9P0K1
17851.0,53616,ADAM22,3G5C,Q9P0K1
17852.0,5362,PLXNA2,3Q3J,O75051
17852.0,5362,PLXNA2,3OKY,P70207
17852.0,5362,PLXNA2,5L74,P70207
17852.0,5362,PLXNA2,3AL9,P70207
17852.0,5362,PLXNA2,3OKY,P70207
17857.0,5364,PLXNB1,2REX,O43157
17857.0,5364,PLXNB1,3HM6,O43157
17857.0,5364,PLXNB1,2R2O,O43157
17857.0,5364,PLXNB1,2REX,O43157
17865.0,5372,PMM1,6CFS,Q92871
17865.0,5372,PMM1,5UE7,P31353
17866.0,5373,PMM2,2AMY,O15305
17867.0,5375,PMP2,5N4M,P02689
17867.0,5375,PMP2,1YIV,P0C6G6
17867.0,5375,PMP2,3NR3,P02689
17867.0,5375,PMP2,1PMP,P02690
17869.0,5378,PMS1,3H4L,P14242
17869.0,5378,PMS1,2CS1,P54277
17871.0,538,ATP7A,2GA7,Q04656
17871.0,538,ATP7A,1S6U,Q04656
17871.0,538,ATP7A,1KVJ,Q04656
17871.0,538,ATP7A,1YJV,Q04656
17871.0,538,ATP7A,2AW0,Q04656
17871.0,538,ATP7A,1Y3K,Q04656
17871.0,538,ATP7A,1Q8L,Q04656
17878.0,53828,FXYD4,2JP3,Q63113
17891.0,539,ATP5PO,2JMX,P13621
17894.0,53916,RAB4B,2O52,P61018
17896.0,53918,PELO,1X52,Q9BRX2
17896.0,53918,PELO,5EO3,Q9BRX2
17898.0,5393,EXOSC9,6D6Q,Q06265
17898.0,5393,EXOSC9,6H25,Q06265
17898.0,5393,EXOSC9,6D6Q,Q06265
17898.0,5393,EXOSC9,2NN6,Q06265
17898.0,5393,EXOSC9,6D6R,Q06265
17898.0,5393,EXOSC9,6D6R,Q06265
17898.0,5393,EXOSC9,6D6Q,Q06265
17898.0,5393,EXOSC9,6D6Q,Q06265
17898.0,5393,EXOSC9,6D6Q,Q06265
17898.0,5393,EXOSC9,6D6R,Q06265
17898.0,5393,EXOSC9,2NN6,Q06265
17898.0,5393,EXOSC9,6D6Q,Q06265
17898.0,5393,EXOSC9,6D6R,Q06265
17899.0,53938,PPIL3,2OK3,Q9H2H8
17900.0,5394,EXOSC10,3SAF,Q01780
17903.0,53944,CSNK1G1,2CMW,Q9HCP0
17905.0,5395,PMS2,1H7S,P54278
17908.0,54,ACP5,2BQ8,P13686
17908.0,54,ACP5,5UQ6,P09889
17908.0,54,ACP5,1QFC,P29288
17909.0,540,ATP7B,2N7Y,P35670
17909.0,540,ATP7B,2EW9,P35670
17909.0,540,ATP7B,6A72,P35670
17909.0,540,ATP7B,2ROP,P35670
17909.0,540,ATP7B,2LQB,P35670
17915.0,54033,RBM11,2YWK,P57052
17924.0,54059,YBEY,1XM5,P0A898
17924.0,54059,YBEY,1XAX,P71335
17924.0,54059,YBEY,1TVI,Q9X1J7
17924.0,54059,YBEY,1OZ9,O67367
17925.0,5406,PNLIP,1HPL,P29183
17925.0,5406,PNLIP,1ETH,P00591
17930.0,5407,PNLIPRP1,2PPL,P54315
17930.0,5407,PNLIPRP1,1RP1,P06857
17932.0,5408,PNLIPRP2,2PVS,P54317
17932.0,5408,PNLIPRP2,1BU8,P54318
17932.0,5408,PNLIPRP2,1GPL,P81139
17937.0,5409,PNMT,3KQY,P11086
17940.0,54097,FAM3B,2YOP,Q9D309
17943.0,54101,RIPK4,5WNL,Q9ERK0
17946.0,54106,TLR9,5Y3M,Q5I2M5
17946.0,54106,TLR9,5Y3K,Q2EEY0
17946.0,54106,TLR9,3WPI,Q9EQU3
17951.0,5412,UBL3,2GOW,O95164
17965.0,54165,DCUN1D1,3TDU,Q96GG9
17968.0,54205,CYCS,3NWV,P99999
17970.0,54207,KCNK10,4XDL,P57789
17972.0,54210,TREM1,1SMO,Q9NP99
17972.0,54210,TREM1,1U9K,Q9JKE2
17974.0,5422,POLA1,6AS7,P09884
17976.0,5423,POLB,4RQ2,P06746
17976.0,5423,POLB,4P5A,C1IC19
17976.0,5423,POLB,6HMS,Q9V2F3
17976.0,5423,POLB,6HMF,Q9V2F3
17976.0,5423,POLB,3K57,P21189
17978.0,5425,POLD2,3E0J,P49005
17978.0,5425,POLD2,3E0J,P49005
17980.0,5427,POLE2,5VBN,P56282
17980.0,5427,POLE2,5VBN,P56282
17982.0,5428,POLG,5C52,P54098
17982.0,5428,POLG,5C53,P54098
17982.0,5428,POLG,3IKM,P54098
17983.0,5429,POLH,6MXO,Q9Y253
17984.0,5430,POLR2A,5IY9,P24928
17984.0,5430,POLR2A,5IY9,P24928
17984.0,5430,POLR2A,5IYB,P24928
17984.0,5430,POLR2A,6O9L,P24928
17984.0,5430,POLR2A,5IYB,P24928
17984.0,5430,POLR2A,6GML,I3LJR4
17984.0,5430,POLR2A,5IY9,P24928
17984.0,5430,POLR2A,6O9L,P24928
17984.0,5430,POLR2A,5IYD,P24928
17984.0,5430,POLR2A,5IYC,P24928
17984.0,5430,POLR2A,5IYA,P24928
17984.0,5430,POLR2A,5IY7,P24928
17984.0,5430,POLR2A,6O9L,P24928
17984.0,5430,POLR2A,5IY7,P24928
17984.0,5430,POLR2A,5OIK,G3MZY8
17984.0,5430,POLR2A,5IYA,P24928
17984.0,5430,POLR2A,6GMH,I3LJR4
17984.0,5430,POLR2A,6GMH,I3LJR4
17984.0,5430,POLR2A,5IY9,P24928
17984.0,5430,POLR2A,6EXV,I3LJR4
17984.0,5430,POLR2A,6GMH,I3LJR4
17984.0,5430,POLR2A,6GML,I3LJR4
17984.0,5430,POLR2A,5IY9,P24928
17984.0,5430,POLR2A,5IY6,P24928
17984.0,5430,POLR2A,6GML,I3LJR4
17984.0,5430,POLR2A,6GML,I3LJR4
17984.0,5430,POLR2A,5IYC,P24928
17984.0,5430,POLR2A,6GML,I3LJR4
17984.0,5430,POLR2A,6GML,I3LJR4
17984.0,5430,POLR2A,6GMH,I3LJR4
18000.0,54363,HAO1,2RDU,Q9UJM8
18000.0,54363,HAO1,4N4N,Q50925
18003.0,54386,TERF2IP,3K6G,Q9NYB0
18013.0,54431,DNAJC10,3APQ,Q9DC23
18013.0,54431,DNAJC10,5AYL,Q9DC23
18013.0,54431,DNAJC10,3APS,Q9DC23
18016.0,54434,SSH1,2WWA,P38353
18016.0,54434,SSH1,2WW9,P38353
18016.0,54434,SSH1,2WW9,P38353
18016.0,54434,SSH1,2WW9,P38353
18025.0,54442,KCTD5,3DRZ,Q9NXV2
18025.0,54442,KCTD5,3DRX,Q9NXV2
18045.0,5447,POR,3QFR,P16435
18045.0,5447,POR,3ES9,P00388
18045.0,5447,POR,1B1C,P16435
18056.0,54487,DGCR8,2YT4,Q8WYQ5
18056.0,54487,DGCR8,1X47,Q8WYQ5
18056.0,54487,DGCR8,3LE4,Q8WYQ5
18057.0,5449,POU1F1,1AU7,P10037
18063.0,54496,PRMT7,6OGN,Q922X9
18063.0,54496,PRMT7,4M36,Q582G4
18067.0,545,ATR,5YZ0,Q13535
18075.0,5451,POU2F1,1POU,P14859
18075.0,5451,POU2F1,1E3O,P14859
18075.0,5451,POU2F1,1POG,P14859
18081.0,54517,PUS7,5KKP,Q96PZ0
18082.0,54518,APBB1IP,6E31,B1AYC9
18082.0,54518,APBB1IP,3TCA,Q8R5A3
18083.0,5452,POU2F2,1HDP,P09086
18088.0,5453,POU3F1,2XSD,P21952
18099.0,54541,DDIT4,3LQ9,Q9NX09
18118.0,54567,DLL4,5MVX,Q9NR61
18130.0,54583,EGLN1,4JZR,Q9GZT9
18130.0,54583,EGLN1,5LBF,Q9GZT9
18138.0,5460,POU5F1,1OCP,P20263
18138.0,5460,POU5F1,3L1P,P20263
18145.0,54620,FBXL19,6ASB,Q6PCT2
18149.0,54625,PARP14,5V7T,Q460N5
18153.0,5463,POU6F1,3D1N,Q14863
18154.0,5464,PPA1,5LS0,Q93V56
18154.0,5464,PPA1,6C45,Q15181
18155.0,5465,PPARA,3ET1,Q07869
18165.0,5467,PPARD,2XYJ,Q03181
18165.0,5467,PPARD,2ENV,Q03181
18169.0,54677,CROT,1XMD,Q9DC50
18170.0,5468,PPARG,2PRG,P37231
18170.0,5468,PPARG,5LSG,P37231
18175.0,547,KIF1A,4EJQ,Q12756
18175.0,547,KIF1A,4EGX,Q12756
18177.0,54700,RRN3,3TJ1,P36070
18178.0,54704,PDP1,2PNQ,O88483
18181.0,5471,PPAT,2Z9W,Q988B8
18183.0,54715,RBFOX1,2ERR,Q9NWB1
18183.0,54715,RBFOX1,4ZKA,Q9NWB1
18189.0,5473,PPBP,1F9P,P02775
18189.0,5473,PPBP,1NAP,P02775
18194.0,54738,FEV,2YPR,Q99581
18198.0,54749,EPDR1,6E8N,Q9UM22
18205.0,54757,FAM20A,5YH2,Q96MK3
18207.0,5476,CTSA,4MWT,P10619
18207.0,5476,CTSA,4CIB,P10619
18207.0,5476,CTSA,4AZ3,P10619
18207.0,5476,CTSA,4AZ3,P10619
18215.0,54769,DIRAS2,2ERX,Q96HU8
18219.0,5478,PPIA,1VAI,P0AFL3
18219.0,5478,PPIA,3RDD,P62937
18219.0,5478,PPIA,5TA2,P62937
18219.0,5478,PPIA,1W74,P9WHW3
18224.0,5479,PPIB,3ICH,P23284
18224.0,5479,PPIB,2NUL,P23869
18225.0,54790,TET2,5D9Y,Q6N021
18226.0,54793,KCTD9,5BXH,Q7L273
18227.0,54795,TRPM4,6BWI,Q8TD43
18231.0,54799,MBTD1,3FEO,Q05BQ5
18232.0,5480,PPIC,2ESL,P45877
18232.0,5480,PPIC,1JNS,P0A9L5
18232.0,5480,PPIC,2RMC,P30412
18241.0,5481,PPID,1IHG,P26882
18241.0,5481,PPID,2KGJ,P0ADY1
18246.0,54814,QPCTL,3PB8,Q9NXS2
18252.0,54822,TRPM7,1IA9,Q923J1
18252.0,54822,TRPM7,6BWF,Q923J1
18254.0,54825,CDHR2,5CYX,E9Q7P9
18254.0,54825,CDHR2,5CZR,Q9BYE9
18283.0,54856,GON4L,1UG2,Q9DB00
18289.0,548596,CKMT1A,1QK1,P12532
18292.0,54861,SNRK,5YKS,Q9NRH2
18305.0,54872,PIGG,5JDX,Q5W265
18307.0,54874,FNBP1L,5FRG,Q6GUF4
18311.0,54878,DPP8,6EOT,Q6V1X1
18323.0,54890,ALKBH5,4OCT,Q6P6C2
18323.0,54890,ALKBH5,4NPL,Q08BA6
18337.0,54904,NSD3,6CEN,Q9BZ95
18345.0,54915,YTHDF1,4RCJ,Q9BYJ9
18349.0,54920,DUS2,6EZB,Q9NX74
18351.0,54922,RASIP1,5KHQ,Q5U651
18358.0,5493,PPL,4Q28,O60437
18360.0,54931,TRMT10C,5NFJ,Q7L0Y3
18364.0,54935,DUSP23,4ERC,Q9BVJ7
18365.0,54936,ADPRS,6D36,Q9NX46
18365.0,54936,ADPRS,2QTY,Q8CG72
18365.0,54936,ADPRS,6HOZ,H3BCW1
18367.0,54938,SARS2,1WLE,Q9N0F3
18369.0,5494,PPM1A,3FXO,P35813
18369.0,5494,PPM1A,6B67,P35813
18371.0,54941,RNF125,5DKA,Q96EQ8
18379.0,5495,PPM1B,2P8E,O75688
18385.0,54956,PARP16,4F0D,Q8N5Y8
18386.0,54957,TXNL4B,3GIX,Q9NX01
18403.0,54974,THG1L,3OTB,Q9NWX6
18408.0,5498,PPOX,4IVM,P50336
18410.0,54981,NMRK1,2QSZ,Q9NWW6
18415.0,54987,CZIB,5ZLQ,Q9NWV4
18418.0,5499,PPP1CA,3V4Y,P62136
18418.0,5499,PPP1CA,5ZT0,P62137
18418.0,5499,PPP1CA,6CZO,P62136
18418.0,5499,PPP1CA,3EGH,P62136
18418.0,5499,PPP1CA,5IOH,P62136
18422.0,54995,OXSM,2IWZ,Q9NWU1
18426.0,55,ACP3,1ND5,P15309
18426.0,55,ACP3,1RPA,P20646
18428.0,5500,PPP1CB,1S70,P62207
18433.0,55004,LAMTOR1,6B9X,Q6IAA8
18433.0,55004,LAMTOR1,6B9X,Q6IAA8
18435.0,55006,TRMT61B,2B25,Q9BVS5
18437.0,55008,HERC6,5W87,Q8IVU3
18439.0,5501,PPP1CC,2O8G,P63088
18445.0,55015,PRPF39,6G70,Q8K2Z2
18451.0,55023,PHIP,5ENB,Q8WWQ0
18459.0,55033,FKBP14,4MSP,Q9NWM8
18459.0,55033,FKBP14,4DIP,Q9NWM8
18468.0,55041,PLEKHB2,3VIA,Q96CS7
18468.0,55041,PLEKHB2,2DHI,Q9QZC7
18474.0,55055,ZWILCH,3IF8,Q9H900
18474.0,55055,ZWILCH,3IF8,Q9H900
18479.0,55063,ZCWPW1,2RR4,Q9H0M4
18490.0,55072,RNF31,4OYJ,Q96EP0
18490.0,55072,RNF31,2CT7,Q96EP0
18490.0,55072,RNF31,4LJO,Q96EP0
18490.0,55072,RNF31,5EDV,Q96EP0
18507.0,55093,NTAQ1,3C9Q,Q96HA8
18511.0,551,AVP,1NPO,P01180
18512.0,5510,PPP1R7,6HKW,Q15435
18519.0,55107,ANO1,6BGI,Q8BHY3
18523.0,55110,MAGOHB,6ICZ,Q96A72
18523.0,55110,MAGOHB,6ICZ,Q96A72
18523.0,55110,MAGOHB,6ICZ,Q96A72
18523.0,55110,MAGOHB,6ICZ,Q96A72
18523.0,55110,MAGOHB,6ICZ,Q96A72
18523.0,55110,MAGOHB,6ICZ,Q96A72
18533.0,55120,FANCL,3ZQS,Q9NW38
18533.0,55120,FANCL,3K1L,Q8T913
18536.0,55125,CEP192,6FVI,Q8TEP8
18539.0,55129,ANO10,6R7Z,Q9NW15
18557.0,55149,MTPAP,5A2X,F1NBW0
18565.0,55157,DARS2,4AH6,Q6PI48
18566.0,55159,RFWD3,6CVZ,Q6PCD5
18570.0,55163,PNPO,1NRG,Q9NVS9
18571.0,55164,SHQ1,3EUD,P40486
18571.0,55164,SHQ1,3ZV0,P40486
18571.0,55164,SHQ1,2MNW,Q6PI26
18571.0,55164,SHQ1,2K8Q,P40486
18571.0,55164,SHQ1,4PCK,Q6PI26
18571.0,55164,SHQ1,3ZV0,P40486
18572.0,55165,CEP55,3WUT,Q53EZ4
18576.0,55170,PRMT6,5EGS,Q96LA8
18576.0,55170,PRMT6,5LV5,Q6NZB1
18581.0,55175,KLHL11,4APF,Q9NVR0
18585.0,55179,FAIM,2KW1,Q9NVQ4
18585.0,55179,FAIM,2KD2,Q9WUD8
18585.0,55179,FAIM,3MX7,Q9NVQ4
18586.0,5518,PPP2R1A,2PF4,Q76MZ3
18586.0,5518,PPP2R1A,5W0W,P30153
18586.0,5518,PPP2R1A,3DW8,P30153
18586.0,5518,PPP2R1A,4I5L,P30153
18586.0,5518,PPP2R1A,2IAE,Q76MZ3
18586.0,5518,PPP2R1A,3C5W,P30153
18586.0,5518,PPP2R1A,3C5W,P30153
18586.0,5518,PPP2R1A,2PF4,Q76MZ3
18599.0,55193,PBRM1,3IU6,Q86U86
18599.0,55193,PBRM1,1W4S,Q90941
18599.0,55193,PBRM1,3IU5,Q86U86
18599.0,55193,PBRM1,3HMF,Q86U86
18599.0,55193,PBRM1,3K2J,Q86U86
18599.0,55193,PBRM1,4Q0N,Q86U86
18599.0,55193,PBRM1,5II2,Q86U86
18599.0,55193,PBRM1,3TLP,Q86U86
18614.0,55207,ARL8B,2AL7,Q9NVJ2
18638.0,5523,PPP2R3A,4I5K,Q06190
18641.0,55233,MOB1A,5BRK,Q9H8S9
18642.0,55234,SMU1,6Q8F,Q2TAY7
18646.0,55239,OGFOD1,4NHY,Q8N543
18647.0,5524,PTPA,1U2Q,P9WIA1
18647.0,5524,PTPA,3ROF,P0C5D2
18647.0,5524,PTPA,2G62,Q15257
18647.0,5524,PTPA,2EEP,Q7MUW6
18647.0,5524,PTPA,4LAC,Q15257
18653.0,55247,NEIL3,3W0F,Q8K203
18657.0,55250,ELP2,4XFV,P42935
18663.0,55256,ADI1,5I8S,Q99JT9
18663.0,55256,ADI1,4QGN,Q9BV57
18674.0,5527,PPP2R5C,5JJA,Q13362
18674.0,5527,PPP2R5C,2JAK,Q13362
18674.0,5527,PPP2R5C,5SW9,Q13362
18675.0,55270,NUDT15,5LPG,Q9NV35
18676.0,55272,IMP3,5WXM,P32899
18676.0,55272,IMP3,2CQJ,Q9NV31
18679.0,55275,VPS53,3NS4,P47061
18688.0,55283,MCOLN3,6AYG,Q8TDD5
18689.0,55284,UBE2W,2MT6,Q96B02
18695.0,55288,RHOT1,5KSO,Q8IXI2
18695.0,55288,RHOT1,5KU1,Q8IXI2
18700.0,55290,BRF2,4ROE,Q9HAW0
18700.0,55290,BRF2,5N9G,Q9HAW0
18701.0,552900,BOLA2,4PUH,Q9FIC3
18701.0,552900,BOLA2,1V9J,Q8BGS2
18703.0,55293,UEVLD,3DL2,Q8IX04
18711.0,5530,PPP3CA,4ORB,P63328
18712.0,55300,PI4K2B,4WTV,Q8TCG2
18713.0,55301,OLAH,4XJV,Q9NV23
18714.0,55303,GIMAP4,3LXX,Q9NUV9
18722.0,55312,RFK,1NB0,Q969G6
18732.0,5532,PPP3CB,4ORC,P16298
18732.0,5532,PPP3CB,4ORC,P16298
18733.0,55320,MIS18BP1,1WGX,Q6P0N0
18736.0,55323,LARP6,2MTF,Q9BRS8
18736.0,55323,LARP6,2MTG,Q9BRS8
18738.0,55325,UFSP2,3OQC,Q99K23
18741.0,55328,RNLS,3QJ4,Q5VYX0
18742.0,55329,MNS1,1DL2,P32906
18753.0,5534,PPP3R1,4IL1,P63100
18772.0,5536,PPP5C,4JA9,P53042
18772.0,5536,PPP5C,4ZVZ,P53041
18772.0,5536,PPP5C,1A17,P53041
18773.0,55361,PI4K2A,4HNE,Q9BTU6
18773.0,55361,PI4K2A,5EUT,Q9BTU6
18784.0,5538,PPT1,1EXW,P45478
18784.0,5538,PPT1,3NE9,O31302
18784.0,5538,PPT1,3ICF,P53043
18784.0,5538,PPT1,3GRO,P50897
18787.0,55388,MCM10,2KWQ,Q5EAW4
18787.0,55388,MCM10,3H15,Q5EAW4
18814.0,55432,YOD1,4BOZ,Q5VVQ6
18814.0,55432,YOD1,2KZR,Q8CB27
18825.0,5547,PRCP,3N2Z,P42785
18830.0,5550,PREP,4AMY,P23687
18834.0,55503,TRPV6,6BOA,Q9H1D0
18834.0,55503,TRPV6,6E2G,Q9R186
18834.0,55503,TRPV6,2RFA,Q91WD2
18841.0,5551,PRF1,3NSJ,P10820
18841.0,5551,PRF1,3NUL,Q42449
18841.0,5551,PRF1,4AF1,B0R748
18841.0,5551,PRF1,3AGK,Q9YAF1
18841.0,5551,PRF1,3IR9,Q8PX75
18847.0,55520,ELAC1,3ZWF,Q9H777
18852.0,5553,PRG2,1H8U,P13727
18860.0,55540,IL17RB,3VBC,Q9JIP3
18867.0,55556,ENOSF1,4A35,Q7L5Y1
18868.0,55558,PLXNA3,3IG3,P70208
18873.0,55568,GALNT10,2D7R,Q86SR1
18874.0,5557,PRIM1,4LIK,P49642
18874.0,5557,PRIM1,5EXR,P49642
18874.0,5557,PRIM1,4BPX,P49642
18874.0,5557,PRIM1,4BPU,P49642
18874.0,5557,PRIM1,5EXR,P49642
18879.0,55577,NAGK,2CH6,Q9UJ70
18879.0,55577,NAGK,2RD5,Q9SCL7
18879.0,55577,NAGK,2AP1,Q8ZPZ9
18879.0,55577,NAGK,4USJ,Q9SCL7
18879.0,55577,NAGK,2RD5,Q9SCL7
18879.0,55577,NAGK,4DB3,Q8D9M7
18881.0,5558,PRIM2,3L9Q,P49643
18883.0,55584,CHRNA9,4UXU,Q9UGM1
18885.0,55586,MIOX,2IBN,Q9UGB7
18885.0,55586,MIOX,2HUO,Q9QXN5
18887.0,55589,BMP2K,5IKW,Q9NSY1
18890.0,55593,OTUD5,3TMP,Q96G74
18893.0,55600,ITLN1,5ZC0,Q5PPM0
18893.0,55600,ITLN1,4WMQ,Q8WWA0
18897.0,55604,CARMIL1,4K17,Q6EDY6
18898.0,55605,KIF21A,5NFD,Q7Z4S6
18903.0,55611,OTUB1,4DHZ,Q96FW1
18903.0,55611,OTUB1,3VON,Q96FW1
18904.0,55612,FERMT1,2KMC,P59113
18904.0,55612,FERMT1,4BBK,P59113
18905.0,55613,MTMR8,4Y7I,Q96EF0
18906.0,55614,KIF16B,6EE0,Q96L93
18908.0,55616,ASAP3,2B0O,Q8TDY4
18909.0,55617,TASP1,2A8L,Q9H6P5
18911.0,5562,PRKAA1,4REW,Q13131
18911.0,5562,PRKAA1,4CFH,P54645
18911.0,5562,PRKAA1,4RER,Q13131
18911.0,5562,PRKAA1,4EAL,P54645
18911.0,5562,PRKAA1,4RED,Q13131
18911.0,5562,PRKAA1,2V9J,P54645
18911.0,5562,PRKAA1,6E4W,P54645
18911.0,5562,PRKAA1,4EAL,P54645
18911.0,5562,PRKAA1,2Y8Q,P54645
18912.0,55620,STAP2,2EL8,Q9UGK3
18915.0,55623,THUMPD1,2DIR,Q9NXG2
18916.0,55624,POMGNT1,5GGG,Q8WZA1
18922.0,5563,PRKAA2,4CFF,P54646
18922.0,5563,PRKAA2,6B2E,P54646
18922.0,5563,PRKAA2,5ISO,P54646
18922.0,5563,PRKAA2,6B2E,P54646
18922.0,5563,PRKAA2,2YZA,P54646
18922.0,5563,PRKAA2,5EZV,P54646
18926.0,55633,TBC1D22B,6D0S,Q9NU19
18928.0,55635,DEPDC1,2YSR,Q5TB30
18929.0,55636,CHD7,2V0F,Q9P2D1
18929.0,55636,CHD7,2CKC,Q9P2D1
18931.0,5564,PRKAB1,1Z0N,P80386
18931.0,5564,PRKAB1,4YEF,P80386
18935.0,55646,LYAR,1WJV,Q08288
18937.0,5565,PRKAB2,2LU3,Q9QZH4
18937.0,5565,PRKAB2,4YEE,Q9QZH4
18939.0,55651,NHP2,2LBW,P32495
18946.0,55658,RNF126,2ECT,Q91YL2
18948.0,5566,PRKACA,4WB7,P17612
18948.0,5566,PRKACA,4DIN,P05132
18948.0,5566,PRKACA,2QCS,P05132
18948.0,5566,PRKACA,6BYS,P17612
18948.0,5566,PRKACA,2QVS,P05132
18948.0,5566,PRKACA,5N23,P17612
18949.0,55660,PRPF40A,2CQN,O75400
18949.0,55660,PRPF40A,1UZC,O75400
18949.0,55660,PRPF40A,2L5F,O75400
18951.0,55662,HIF1AN,4Z1V,Q9NWT6
18958.0,55669,MFN1,1T3J,Q811U4
18958.0,55669,MFN1,5GNR,Q8IWA4
18971.0,55686,MREG,6CMY,Q6NVG5
18973.0,55689,YEATS2,5IQL,Q9ULM3
18979.0,55695,NSUN5,2B9E,Q96P11
18980.0,55696,RBM22,2YTC,Q9NW64
18982.0,55698,RADIL,3EC8,Q96JH8
18994.0,5571,PRKAG1,2UV7,P54619
19003.0,55720,TSR1,5WWN,Q07381
19003.0,55720,TSR1,5IW7,Q07381
19017.0,55737,VPS35,5F0L,Q96QK1
19017.0,55737,VPS35,5F0L,Q96QK1
19018.0,55738,ARFGAP1,3DWD,Q8N6T3
19020.0,55740,ENAH,2IYB,Q8N8S7
19027.0,55748,CNDP2,2ZOF,Q9D1A2
19027.0,55748,CNDP2,4RUH,Q96KP4
19036.0,55756,INTS9,5V8W,Q9NV88
19040.0,5576,PRKAR2A,5H78,P13861
19048.0,55768,NGLY1,2F4M,Q9JI78
19048.0,55768,NGLY1,2I74,Q9JI78
19050.0,5577,PRKAR2B,4X6Q,P31324
19050.0,5577,PRKAR2B,1CX4,P12369
19054.0,55775,TDP1,1Q32,P38319
19054.0,55775,TDP1,3SQ8,P38319
19054.0,55775,TDP1,1RG1,Q9NUW8
19059.0,5578,PRKCA,2ELI,P17252
19059.0,5578,PRKCA,4DNL,P17252
19059.0,5578,PRKCA,4RA4,P17252
19061.0,55781,RIOK2,6FDN,Q9BVS4
19069.0,5579,PRKCB,3PFQ,P68403
19069.0,5579,PRKCB,2I0E,P05771
19069.0,5579,PRKCB,1A25,P68403
19072.0,55793,MINDY1,5JQS,Q8N5J2
19078.0,558,AXL,5U6B,P30530
19079.0,5580,PRKCD,2YUU,Q05655
19079.0,5580,PRKCD,3UEY,P28867
19080.0,55800,SCN3B,4L1D,Q9NY72
19082.0,55802,DCP1A,4B6H,Q9NPI6
19082.0,55802,DCP1A,4B6H,Q9NPI6
19090.0,55811,ADCY10,4UST,Q96PN6
19098.0,5582,PRKCG,1TBN,P63319
19098.0,5582,PRKCG,2E73,P05129
19098.0,5582,PRKCG,2UZP,P05129
19099.0,55821,ALLC,1Z2L,P77425
19102.0,55825,PECR,1YXM,Q9BY49
19104.0,55829,SELENOS,2Q2F,Q9BQE4
19105.0,5583,PRKCH,3TXO,P24723
19112.0,55839,CENPN,6EQT,Q96H22
19113.0,5584,PRKCI,3A8W,P41743
19116.0,55843,ARHGAP15,3BYI,Q53QZ3
19118.0,55845,BRK1,3PP5,Q54X65
19120.0,55847,CISD1,4EZF,Q9NZ45
19122.0,5585,PKN1,1URF,Q16512
19122.0,5585,PKN1,4OTD,Q16512
19129.0,55856,ACOT13,3F5O,Q9NPJ3
19129.0,55856,ACOT13,2H4U,Q9NPJ3
19129.0,55856,ACOT13,2CY9,Q9CQR4
19133.0,5586,PKN2,4CRS,Q16513
19139.0,55869,HDAC8,5D1C,Q9BY41
19141.0,55870,ASH1L,4YPU,Q9NR48
19141.0,55870,ASH1L,6AGO,Q9NR48
19143.0,55872,PBK,5J0A,Q96KB5
19144.0,55876,GSDMB,5TJ4,Q8TAX9
19146.0,5588,PRKCQ,2ENZ,Q04759
19146.0,5588,PRKCQ,5F9E,Q04759
19146.0,5588,PRKCQ,4FKD,Q02111
19146.0,5588,PRKCQ,2ENN,Q04759
19168.0,55909,BIN3,5C32,P20384
19168.0,55909,BIN3,2R0Q,P20384
19171.0,55914,ERBIN,3CH8,Q96RT1
19171.0,55914,ERBIN,2QBW,Q96RT1
